spcd,common_name,genus,species
10,fir spp.,Abies,spp.
11,Pacific silver fir,Abies,amabilis
12,balsam fir,Abies,balsamea
14,Santa Lucia or bristlecone fir,Abies,bracteata
15,white fir,Abies,concolor
16,Fraser fir,Abies,fraseri
17,grand fir,Abies,grandis
18,corkbark fir,Abies,lasiocarpa
19,subalpine fir,Abies,lasiocarpa
20,California red fir,Abies,magnifica
21,Shasta red fir,Abies,shastensis
22,noble fir,Abies,procera
40,white-cedar spp.,Chamaecyparis,spp.
41,Port-Orford-cedar,Chamaecyparis,lawsoniana
42,Alaska yellow-cedar,Chamaecyparis,nootkatensis
43,Atlantic white-cedar,Chamaecyparis,thyoides
50,cypress,Cupressus,spp.
51,Arizona cypress,Cupressus,arizonica
52,Baker or Modoc cypress,Cupressus,bakeri
53,Tecate cypress,Cupressus,forbesii
54,Monterey cypress,Cupressus,macrocarpa
55,Sargent's cypress,Cupressus,sargentii
56,MacNab's cypress,Cupressus,macnabiana
57,redcedar/juniper spp.,Juniperus,spp.
58,Pinchot juniper,Juniperus,pinchotii
59,redberry juniper,Juniperus,coahuilensis
60,Drooping juniper,Juniperus,flaccida
61,Ashe juniper,Juniperus,ashei
62,California juniper,Juniperus,californica
63,alligator juniper,Juniperus,deppeana
64,western juniper,Juniperus,occidentalis
65,Utah juniper,Juniperus,osteosperma
66,Rocky Mountain juniper,Juniperus,scopulorum
67,southern redcedar,Juniperus,virginiana
68,eastern redcedar,Juniperus,virginiana
69,oneseed juniper,Juniperus,monosperma
70,larch spp.,Larix,spp.
71,tamarack (native),Larix,laricina
72,subalpine larch,Larix,lyallii
73,western larch,Larix,occidentalis
81,incense-cedar,Calocedrus,decurrens
90,spruce spp.,Picea,spp.
91,Norway spruce,Picea,abies
92,Brewer spruce,Picea,breweriana
93,Engelmann spruce,Picea,engelmannii
94,white spruce,Picea,glauca
95,black spruce,Picea,mariana
96,blue spruce,Picea,pungens
97,red spruce,Picea,rubens
98,Sitka spruce,Picea,sitchensis
100,pine spp.,Pinus,spp.
101,whitebark pine,Pinus,albicaulis
102,Rocky Mountain bristlecone pine,Pinus,aristata
103,knobcone pine,Pinus,attenuata
104,foxtail pine,Pinus,balfouriana
105,jack pine,Pinus,banksiana
106,common or two-needle pinyon,Pinus,edulis
107,sand pine,Pinus,clausa
108,lodgepole pine,Pinus,contorta
109,Coulter pine,Pinus,coulteri
110,shortleaf pine,Pinus,echinata
111,slash pine,Pinus,elliottii
112,Apache pine,Pinus,engelmannii
113,limber pine,Pinus,flexilis
114,southwestern white pine,Pinus,strobiformis
115,spruce pine,Pinus,glabra
116,Jeffrey pine,Pinus,jeffreyi
117,sugar pine,Pinus,lambertiana
118,Chihuahuan pine,Pinus,leiophylla
119,western white pine,Pinus,monticola
120,bishop pine,Pinus,muricata
121,longleaf pine,Pinus,palustris
122,ponderosa pine,Pinus,ponderosa
123,Table Mountain pine,Pinus,pungens
124,Monterey pine,Pinus,radiata
125,red pine,Pinus,resinosa
126,pitch pine,Pinus,rigida
127,gray or California foothill pine,Pinus,sabiniana
128,pond pine,Pinus,serotina
129,eastern white pine,Pinus,strobus
130,Scotch pine,Pinus,sylvestris
131,loblolly pine,Pinus,taeda
132,Virginia pine,Pinus,virginiana
133,singleleaf pinyon,Pinus,monophylla
134,border pinyon,Pinus,discolor
135,Arizona pine,Pinus,arizonica
136,Austrian pine,Pinus,nigra
137,Washoe pine,Pinus,washoensis
138,four-leaf or Parry pinyon pine,Pinus,quadrifolia
139,Torrey pine,Pinus,torreyana
140,Mexican pinyon pine,Pinus,cembroides
141,Papershell pinyon pine,Pinus,remota
142,Great Basin bristlecone pine,Pinus,longaeva
143,Arizona pinyon pine,Pinus,monophylla
144,Honduras pine,Pinus,elliottii
200,Douglas-fir spp.,Pseudotsuga,spp.
201,bigcone Douglas-fir,Pseudotsuga,macrocarpa
202,Douglas-fir,Pseudotsuga,menziesii
211,redwood,Sequoia,sempervirens
212,giant sequoia,Sequoiadendron,giganteum
220,baldcypress spp.,Taxodium,spp.
221,baldcypress,Taxodium,distichum
222,pondcypress,Taxodium,ascendens
223,Montezuma baldcypress,Taxodium,mucronatum
230,yew spp.,Taxus,spp.
231,Pacific yew,Taxus,brevifolia
232,Florida yew,Taxus,floridana
240,thuja spp.,Thuja,spp.
241,northern white-cedar,Thuja,occidentalis
242,western redcedar,Thuja,plicata
250,torreya (nutmeg) spp.,Torreya,spp.
251,California torreya (nutmeg),Torreya,californica
252,Florida torreya (nutmeg),Torreya,taxifolia
260,hemlock spp.,Tsuga,spp.
261,eastern hemlock,Tsuga,canadensis
262,Carolina hemlock,Tsuga,caroliniana
263,western hemlock,Tsuga,heterophylla
264,mountain hemlock,Tsuga,mertensiana
299,Unknown dead conifer,Tree,evergreen
300,acacia spp.,Acacia,spp.
303,sweet acacia,Acacia,farnesiana
304,catclaw acacia,Acacia,greggii
310,maple spp.,Acer,spp.
311,Florida maple,Acer,barbatum
312,bigleaf maple,Acer,macrophyllum
313,boxelder,Acer,negundo
314,black maple,Acer,nigrum
315,striped maple,Acer,pensylvanicum
316,red maple,Acer,rubrum
317,silver maple,Acer,saccharinum
318,sugar maple,Acer,saccharum
319,mountain maple,Acer,spicatum
320,Norway maple,Acer,platanoides
321,Rocky Mountain maple,Acer,glabrum
322,bigtooth maple,Acer,grandidentatum
323,chalk maple,Acer,leucoderme
330,"buckeye, horsechestnut spp.",Aesculus,spp.
331,Ohio buckeye,Aesculus,glabra
332,yellow buckeye,Aesculus,flava
333,California buckeye,Aesculus,californica
334,Texas buckeye,Aesculus,glabra
336,red buckeye,Aesculus,pavia
337,painted buckeye,Aesculus,sylvatica
341,ailanthus,Ailanthus,altissima
345,"mimosa, silktree",Albizia,julibrissin
350,alder spp.,Alnus,spp.
351,red alder,Alnus,rubra
352,white alder,Alnus,rhombifolia
353,Arizona alder,Alnus,oblongifolia
355,European alder,Alnus,glutinosa
356,serviceberry spp.,Amelanchier,spp.
357,common serviceberry,Amelanchier,arborea
358,roundleaf serviceberry,Amelanchier,sanguinea
360,madrone spp.,Arbutus,spp.
361,Pacific madrone,Arbutus,menziesii
362,Arizona madrone,Arbutus,arizonica
363,Texas madrone,Arbutus,xalapensis
367,pawpaw,Asimina,triloba
370,birch spp.,Betula,spp.
371,yellow birch,Betula,alleghaniensis
372,sweet birch,Betula,lenta
373,river birch,Betula,nigra
374,water birch,Betula,occidentalis
375,paper birch,Betula,papyrifera
377,Virginia roundleaf birch,Betula,uber
378,northwestern paper birch,Betula,x utahensis
379,gray birch,Betula,populifolia
381,"chittamwood, gum bumelia",Sideroxylon,lanuginosum
391,"American hornbeam, musclewood",Carpinus,caroliniana
400,hickory spp.,Carya,spp.
401,water hickory,Carya,aquatica
402,bitternut hickory,Carya,cordiformis
403,pignut hickory,Carya,glabra
404,pecan,Carya,illinoinensis
405,shellbark hickory,Carya,laciniosa
406,nutmeg hickory,Carya,myristiciformis
407,shagbark hickory,Carya,ovata
408,black hickory,Carya,texana
409,mockernut hickory,Carya,alba
410,sand hickory,Carya,pallida
411,scrub hickory,Carya,floridana
412,red hickory,Carya,ovalis
413,southern shagbark hickory,Carya,carolinae-septentrionalis
420,chestnut spp.,Castanea,spp.
421,American chestnut,Castanea,dentata
422,Allegheny chinkapin,Castanea,pumila
423,Ozark chinkapin,Castanea,pumila
424,Chinese chestnut,Castanea,mollissima
431,"giant chinkapin, golden chinkapin",Chrysolepis,chrysophylla
450,catalpa spp.,Catalpa,spp.
451,southern catalpa,Catalpa,bignonioides
452,northern catalpa,Catalpa,speciosa
460,hackberry spp.,Celtis,spp.
461,sugarberry,Celtis,laevigata
462,hackberry,Celtis,occidentalis
463,netleaf hackberry,Celtis,laevigata
471,eastern redbud,Cercis,canadensis
475,curlleaf mountain-mahogany,Cercocarpus,ledifolius
481,yellowwood,Cladrastis,kentukea
490,dogwood spp.,Cornus,spp.
491,flowering dogwood,Cornus,florida
492,Pacific dogwood,Cornus,nuttallii
500,hawthorn spp.,Crataegus,spp.
501,cockspur hawthorn,Crataegus,crus-galli
502,downy hawthorn,Crataegus,mollis
503,Brainerd's hawthorn,Crataegus,brainerdii
504,pear hawthorn,Crataegus,calpodendron
505,fireberry hawthorn,Crataegus,chrysocarpa
506,broadleaf hawthorn,Crataegus,dilatata
507,fanleaf hawthorn,Crataegus,flabellata
508,oneseed hawthorn,Crataegus,monogyna
509,scarlet hawthorn,Crataegus,pedicellata
510,eucalyptus spp.,Eucalyptus,spp.
511,Tasmanian bluegum,Eucalyptus,globulus
512,river redgum,Eucalyptus,camaldulensis
513,grand eucalyptus,Eucalyptus,grandis
514,swampmahogany,Eucalyptus,robusta
520,persimmon spp.,Diospyros,spp.
521,common persimmon,Diospyros,virginiana
522,Texas persimmon,Diospyros,texana
523,Anacua knockaway,Ehretia,anacua
531,American beech,Fagus,grandifolia
540,ash spp.,Fraxinus,spp.
541,white ash,Fraxinus,americana
542,Oregon ash,Fraxinus,latifolia
543,black ash,Fraxinus,nigra
544,green ash,Fraxinus,pennsylvanica
545,pumpkin ash,Fraxinus,profunda
546,blue ash,Fraxinus,quadrangulata
547,velvet ash,Fraxinus,velutina
548,Carolina ash,Fraxinus,caroliniana
549,Texas ash,Fraxinus,texensis
550,honeylocust spp.,Gleditsia,spp.
551,waterlocust,Gleditsia,aquatica
552,honeylocust,Gleditsia,triacanthos
555,loblolly-bay,Gordonia,lasianthus
561,"ginkgo, maidenhair tree",Ginkgo,biloba
571,Kentucky coffeetree,Gymnocladus,dioicus
580,silverbell spp.,Halesia,spp.
581,Carolina silverbell,Halesia,carolina
582,two-wing silverbell,Halesia,diptera
583,little silverbell,Halesia,parviflora
591,American holly,Ilex,opaca
600,walnut spp.,Juglans,spp.
601,butternut,Juglans,cinerea
602,black walnut,Juglans,nigra
603,northern California black walnut,Juglans,hindsii
604,southern California black walnut,Juglans,californica
605,Texas walnut,Juglans,microcarpa
606,Arizona walnut,Juglans,major
611,sweetgum,Liquidambar,styraciflua
621,yellow-poplar,Liriodendron,tulipifera
631,tanoak,Lithocarpus,densiflorus
641,Osage-orange,Maclura,pomifera
650,magnolia spp.,Magnolia,spp.
651,cucumbertree,Magnolia,acuminata
652,southern magnolia,Magnolia,grandiflora
653,sweetbay,Magnolia,virginiana
654,bigleaf magnolia,Magnolia,macrophylla
655,mountain or Fraser magnolia,Magnolia,fraseri
657,pyramid magnolia,Magnolia,pyramidata
658,umbrella magnolia,Magnolia,tripetala
660,apple spp.,Malus,spp.
661,Oregon crab apple,Malus,fusca
662,southern crab apple,Malus,angustifolia
663,sweet crab apple,Malus,coronaria
664,prairie crab apple,Malus,ioensis
680,mulberry spp.,Morus,spp.
681,white mulberry,Morus,alba
682,red mulberry,Morus,rubra
683,Texas mulberry,Morus,microphylla
684,black mulberry,Morus,nigra
690,tupelo spp.,Nyssa,spp.
691,water tupelo,Nyssa,aquatica
692,Ogeechee tupelo,Nyssa,ogeche
693,blackgum,Nyssa,sylvatica
694,swamp tupelo,Nyssa,biflora
701,eastern hophornbeam,Ostrya,virginiana
711,sourwood,Oxydendrum,arboreum
712,"paulownia, empress-tree",Paulownia,tomentosa
715,Maytenus palauica,Maytenus,palauica
718,kesiamel,Osmoxylon,truncatum
720,bay spp.,Persea,spp.
721,redbay,Persea,borbonia
722,"water-elm, planertree",Planera,aquatica
729,sycamore spp.,Platanus,spp.
730,California sycamore,Platanus,racemosa
731,American sycamore,Platanus,occidentalis
732,Arizona sycamore,Platanus,wrightii
740,cottonwood and poplar spp.,Populus,spp.
741,balsam poplar,Populus,balsamifera
742,eastern cottonwood,Populus,deltoides
743,bigtooth aspen,Populus,grandidentata
744,swamp cottonwood,Populus,heterophylla
745,plains cottonwood,Populus,deltoides
746,quaking aspen,Populus,tremuloides
747,black cottonwood,Populus,balsamifera
748,Fremont cottonwood,Populus,fremontii
749,narrowleaf cottonwood,Populus,angustifolia
752,silver poplar,Populus,alba
753,Lombardy poplar,Populus,nigra
755,mesquite spp.,Prosopis,spp.
756,honey mesquite,Prosopis,glandulosa
757,velvet mesquite,Prosopis,velutina
758,screwbean mesquite,Prosopis,pubescens
760,cherry and plum spp.,Prunus,spp.
761,pin cherry,Prunus,pensylvanica
762,black cherry,Prunus,serotina
763,chokecherry,Prunus,virginiana
764,peach,Prunus,persica
765,Canada plum,Prunus,nigra
766,American plum,Prunus,americana
768,bitter cherry,Prunus,emarginata
769,Allegheny plum,Prunus,alleghaniensis
770,Chickasaw plum,Prunus,angustifolia
771,"sweet cherry, domesticated",Prunus,avium
772,"sour cherry, domesticated",Prunus,cerasus
773,"European plum, domesticated",Prunus,domestica
774,"Mahaleb cherry, domesticated",Prunus,mahaleb
800,oak spp.,Quercus,spp.
801,California live oak,Quercus,agrifolia
802,white oak,Quercus,alba
803,Arizona white oak,Quercus,arizonica
804,swamp white oak,Quercus,bicolor
805,canyon live oak,Quercus,chrysolepis
806,scarlet oak,Quercus,coccinea
807,blue oak,Quercus,douglasii
808,Durand oak,Quercus,sinuata
809,northern pin oak,Quercus,ellipsoidalis
810,Emory oak,Quercus,emoryi
811,Engelmann oak,Quercus,engelmannii
812,southern red oak,Quercus,falcata
813,cherrybark oak,Quercus,pagoda
814,Gambel oak,Quercus,gambelii
815,Oregon white oak,Quercus,garryana
816,scrub oak,Quercus,ilicifolia
817,shingle oak,Quercus,imbricaria
818,California black oak,Quercus,kelloggii
819,turkey oak,Quercus,laevis
820,laurel oak,Quercus,laurifolia
821,California white oak,Quercus,lobata
822,overcup oak,Quercus,lyrata
823,bur oak,Quercus,macrocarpa
824,blackjack oak,Quercus,marilandica
825,swamp chestnut oak,Quercus,michauxii
826,chinkapin oak,Quercus,muehlenbergii
827,water oak,Quercus,nigra
828,Texas red oak,Quercus,texana
829,Mexican blue oak,Quercus,oblongifolia
830,pin oak,Quercus,palustris
831,willow oak,Quercus,phellos
832,chestnut oak,Quercus,prinus
833,northern red oak,Quercus,rubra
834,Shumard oak,Quercus,shumardii
835,post oak,Quercus,stellata
836,Delta post oak,Quercus,similis
837,black oak,Quercus,velutina
838,live oak,Quercus,virginiana
839,interior live oak,Quercus,wislizeni
840,dwarf post oak,Quercus,margarettiae
841,dwarf live oak,Quercus,minima
842,bluejack oak,Quercus,incana
843,silverleaf oak,Quercus,hypoleucoides
844,Oglethorpe oak,Quercus,oglethorpensis
845,dwarf chinkapin oak,Quercus,prinoides
846,gray oak,Quercus,grisea
847,netleaf oak,Quercus,rugosa
851,Chisos oak,Quercus,graciliformis
852,sea torchwood,Amyris,elemifera
853,pond-apple,Annona,glabra
854,gumbo limbo,Bursera,simaruba
855,sheoak spp.,Casuarina,spp.
856,gray sheoak,Casuarina,glauca
857,belah,Casuarina,lepidophloia
858,camphortree,Cinnamomum,camphora
859,Florida fiddlewood,Citharexylum,fruticosum
860,citrus spp.,Citrus,spp.
863,"tietongue, pigeon-plum",Coccoloba,diversifolia
864,soldierwood,Colubrina,elliptica
865,largeleaf geigertree,Cordia,sebestena
866,carrotwood,Cupaniopsis,anacardioides
867,Bluewood,Condalia,hookeri
868,Blackbead ebony,Ebenopsis,ebano
869,Great leucaene,Leucaena,pulverulenta
870,Texas sophora,Sophora,affinis
873,red stopper,Eugenia,rhombea
874,"butterbough, inkwood",Exothea,paniculata
876,Florida strangler fig,Ficus,aurea
877,"wild banyantree, shortleaf fig",Ficus,citrifolia
882,"beeftree, longleaf blolly",Guapira,discolor
883,manchineel,Hippomane,mancinella
884,false tamarind,Lysiloma,latisiliquum
885,mango,Mangifera,indica
886,Florida poisontree,Metopium,toxiferum
887,fishpoison tree,Piscidia,piscipula
888,"octopus tree, schefflera",Schefflera,actinophylla
890,false mastic,Sideroxylon,foetidissimum
891,"white bully, willow bustic",Sideroxylon,salicifolium
895,paradisetree,Simarouba,glauca
896,Java plum,Syzygium,cumini
897,tamarind,Tamarindus,indica
901,black locust,Robinia,pseudoacacia
902,New Mexico locust,Robinia,neomexicana
906,"Everglades palm, paurotis-palm",Acoelorraphe,wrightii
907,Florida silver palm,Coccothrinax,argentata
908,coconut palm,Cocos,nucifera
909,royal palm spp.,Roystonea,spp.
911,Mexican palmetto,Sabal,mexicana
912,cabbage palmetto,Sabal,palmetto
913,key thatch palm,Thrinax,morrisii
914,Florida thatch palm,Thrinax,radiata
915,other palms,Family Arecaceae,not listed above
919,western soapberry,Sapindus,saponaria
920,willow spp.,Salix,spp.
921,peachleaf willow,Salix,amygdaloides
922,black willow,Salix,nigra
923,Bebb willow,Salix,bebbiana
924,Bonpland willow,Salix,bonplandiana
925,coastal plain willow,Salix,caroliniana
926,balsam willow,Salix,pyrifolia
927,white willow,Salix,alba
928,Scouler's willow,Salix,scouleriana
929,weeping willow,Salix,sepulcralis
931,sassafras,Sassafras,albidum
934,mountain-ash spp.,Sorbus,spp.
935,American mountain-ash,Sorbus,americana
936,European mountain-ash,Sorbus,aucuparia
937,northern mountain-ash,Sorbus,decora
940,West Indian mahogany,Swietenia,mahagoni
950,basswood spp.,Tilia,spp.
951,American basswood,Tilia,americana
952,white basswood,Tilia,americana
953,Carolina basswood,Tilia,americana
970,elm spp.,Ulmus,spp.
971,winged elm,Ulmus,alata
972,American elm,Ulmus,americana
973,cedar elm,Ulmus,crassifolia
974,Siberian elm,Ulmus,pumila
975,slippery elm,Ulmus,rubra
976,September elm,Ulmus,serotina
977,rock elm,Ulmus,thomasii
981,California-laurel,Umbellularia,californica
982,Joshua tree,Yucca,brevifolia
986,black-mangrove,Avicennia,germinans
987,buttonwood-mangrove,Conocarpus,erectus
988,white-mangrove,Laguncularia,racemosa
989,American mangrove,Rhizophora,mangle
990,desert ironwood,Olneya,tesota
991,saltcedar,Tamarix,spp.
992,melaleuca,Melaleuca,quinquenervia
993,chinaberry,Melia,azedarach
994,Chinese tallowtree,Triadica,sebifera
995,tungoil tree,Vernicia,fordii
996,smoketree,Cotinus,obovatus
997,Russian-olive,Elaeagnus,angustifolia
998,Unknown dead hardwood,Tree,broadleaf
999,Other or unknown live tree,Tree,unknown
5091,Washington hawthorn,Crataegus,phaenopyrum
5092,fleshy hawthorn,Crataegus,succulenta
5093,dwarf hawthorn,Crataegus,uniflora
5145,hedge maple,Acer,campestre
5146,vine maple,Acer,circinatum
5147,Amur maple,Acer,ginnala
5148,paperbark maple,Acer,griseum
5149,Painted maple,Acer,mono
5150,Japanese maple,Acer,palmatum
5151,sycamore maple,Acer,pseudoplatanus
5152,tatarian maple,Acer,tataricum
5154,Freeman maple,Acer,x freemanii
5155,State Street Maple,Acer,miyabei
5156,Three Flower Maple,Acer,triflorum
5157,Norwegian Sunset Maple,Acer,platanoides x truncatum
5163,horse chestnut,Aesculus,hippocastanum
5164,bottlebrush buckeye,Aesculus,parviflora
5188,gray alder,Alnus,incana
5189,Italian alder,Alnus,cordata
5190,hazel alder,Alnus,serrulata
5192,green alder,Alnus,viridis
5203,Allegheny serviceberry,Amelanchier,laevis
5232,Japanese angelica tree,Aralia,elata
5233,devil's walkingstick,Aralia,spinosa
5256,smallflower pawpaw,Asimina,parviflora
5259,silverling,Baccharis,glomeruliflora
5260,eastern baccharis,Baccharis,halimifolia
5261,peach palm,Bactris,gasipaes
5279,European white birch,Betula,pendula
5280,Asian white birch,Betula,platyphylla
5281,downy birch,Betula,pubescens
5322,fountain butterflybush,Buddleja,alternifolia
5329,common box,Buxus,sempervirens
5363,camellia,Camellia,japonica
5364,tea,Camellia,sinensis
5375,Siberian peashrub,Caragana,arborescens
5378,European hornbeam,Carpinus,betulus
5401,Japanese chestnut,Castanea,crenata
5402,European chestnut,Castanea,sativa
5411,Chinese catalpa,Catalpa,ovata
5415,snowbrush ceanothus,Ceanothus,velutinus
5420,Atlas cedar,Cedrus,atlantica
5421,cedar of Lebanon,Cedrus,libani
5423,Deodar cedar,Cedrus,deodara
5432,common buttonbush,Cephalanthus,occidentalis
5435,katsura tree,Cercidiphyllum,japonicum
5436,California redbud,Cercis,orbiculata
5443,hinoki false cypress,Chamaecyparis,obtusa
5462,desert willow,Chilopsis,linearis
5491,Berlandier ash,Fraxinus,berlandieriana
5492,European ash,Fraxinus,excelsior
5493,Caucasian ash,Fraxinus,oxycarpa
5523,rose glorybower,Clerodendrum,bungei
5529,mountain sweetpepperbush,Clethra,acuminata
5559,bladder senna,Colutea,arborescens
5591,kousa dogwood,Cornus,kousa
5599,American hazelnut,Corylus,americana
5600,Turkish hazelnut,Corylus,colurna
5603,European smoketree,Cotinus,coggygria
5776,storehousebush,Cudrania,tricuspidata
5800,Leyland cypress,Cupressocyparis,leylandii
5818,quince,Cydonia,oblonga
5965,burningbush,Euonymus,alatus
5983,European beech,Fagus,sylvatica
6001,blackbrush wattle,Acacia,anegadensis
6002,mulga,Acacia,aneura
6003,auri,Acacia,auriculiformis
6004,small Philippine acacia,Acacia,confusa
6006,koa,Acacia,koa
6007,koaoha,Acacia,koaia
6008,porknut,Acacia,macracantha
6009,black wattle,Acacia,mangium
6010,black wattle,Acacia,mearnsii
6011,blackwood,Acacia,melanoxylon
6012,spineless wattle,Acacia,muricata
6013,gum arabic tree,Acacia,nilotica
6014,South Wales wattle,Acacia,parramattensis
6015,Acacia polyacantha,Acacia,polyacantha
6016,silver wattle,Acacia,dealbata
6017,green wattle,Acacia,decurrens
6018,poponax,Acacia,tortuosa
6019,Sydney golden wattle,Acacia,longifolia
6020,prickly Moses,Acacia,verticillata
6021,hollowheart,Acnistus,arborescens
6023,grugru palm,Acrocomia,media
6025,baobab,Adansonia,digitata
6026,wild lime,Adelia,ricinella
6028,red beadtree,Adenanthera,pavonina
6029,beadtree,Adenanthera,spp.
6032,Caribbean spiritweed,Aegiphila,martinicensis
6036,kauri,Agathis,australis
6037,Queensland kauri,Agathis,robusta
6042,Titimel,Aglaia,mariannensis
6043,mesecheues,Aglaia,palauensis
6044,"karasyu, marasau",Aglaia,ponapensis
6046,laga ali,Aglaia,samoensis
6047,Aglaia,Aglaia,spp.
6048,Olomea,Aidia,cochinchinensis
6049,Aidia racemosa,Aidia,racemosa
6051,ailanthus,Ailanthus,spp.
6053,Aiphanes minima,Aiphanes,minima
6055,cream albizia,Albizia,adinocephala
6056,naked albizia,Albizia,carbonaria
6057,Chinese albizia,Albizia,chinensis
6058,ukall ra ngebard,Albizia,falcataria
6059,woman's tongue,Albizia,lebbeck
6060,tall albizia,Albizia,procera
6061,ukall ra ngebard,Albizia,retusa
6062,whiteflower albizia,Albizia,saponaria
6063,albizia,Albizia,spp.
6064,achiotillo,Alchornea,latifolia
6066,palo de gallina,Alchorneopsis,floribunda
6069,Hawaii alectryon,Alectryon,macrococcus
6072,Elattostachys falcata,Elattostachys,falcata
6073,alectryon,Alectryon,spp.
6075,Indian walnut,Aleurites,moluccana
6077,aleurites,Aleurites,spp.
6078,lumbang,Aleurites,trisperma
6080,palo blanco,Allophylus,crassinervis
6082,palo de caja,Allophylus,racemosus
6083,Allophylus,Allophylus,spp.
6084,chebeludes,Allophylus,ternatus
6085,"ebeludes, chebeludes",Allophylus,timorensis
6086,Nepal alder,Alnus,nepalensis
6088,"chelebiob, elebiong",Alphitonia,carolinensis
6089,Hawaii kauilatree,Alphitonia,ponderosa
6090,Alphitonia,Alphitonia,spp.
6091,toi,Alphitonia,zizyphoides
6092,helecho gigante de la sierra,Alsophila,bryophila
6093,Alsophila portoricensis,Alsophila,portoricensis
6095,deviltree,Alstonia,macrophylla
6096,Alstonia pacifica,Alstonia,pacifica
6097,alstonia,Alstonia,spp.
6101,black calabash,Amphitecna,latifolia
6103,balsam torchwood,Amyris,balsamifera
6106,anacardium,Anacardium,spp.
6107,cashew,Anacardium,occidentale
6108,Anacolosa glochidiiformis,Anacolosa,glochidiiformis
6109,Anacolosa insularis,Anacolosa,insularis
6111,Anadenanthera peregrina,Anadenanthera,peregrina
6114,cabbagebark tree,Andira,inermis
6118,dermarm,Angiopteris,evecta
6120,canelillo,Aniba,bracteata
6124,Annona cherimola,Annona,cherimola
6125,ilama,Annona,diversifolia
6127,mountain soursop,Annona,montana
6128,soursop,Annona,muricata
6129,custard apple,Annona,reticulata
6130,Annona,Annona,spp.
6131,sugar apple,Annona,squamosa
6135,Kapua china laurel,Antidesma,kapuae
6137,Antidesma bunius,Antidesma,bunius
6138,Antidesma kusaiense,Antidesma,kusaiense
6139,ha a,Antidesma,platyphyllum
6142,Antidesma ponapense,Antidesma,ponapense
6143,hame,Antidesma,pulvinatum
6144,Antidesma sphaerocarpum,Antidesma,sphaerocarpum
6145,chinalaurel,Antidesma,spp.
6146,placa chiquitu,Antirhea,acutata
6147,pegwood,Antirhea,coriacea
6148,Antirhea inconspicua,Antirhea,inconspicua
6149,palo iloron,Antirhea,lucida
6150,quina roja,Antirhea,obtusifolia
6151,Puerto Rico quina,Antirhea,portoricensis
6152,Sintenis' quina,Antirhea,sintenisii
6154,parana pine,Araucaria,angustifolia
6155,New Caledonia pine,Araucaria,columnaris
6156,Norfolk Island Pine,Araucaria,excelsa
6157,Norfolk Island pine,Araucaria,heterophylla
6158,Araucaria,Araucaria,spp.
6159,Alexandra palm,Archontophoenix,alexandrae
6161,shoebutton,Ardisia,elliptica
6162,ausubon,Ardisia,glauciflora
6163,mountain marlberry,Ardisia,luquillensis
6164,Guadeloupe marlberry,Ardisia,obovata
6165,China-shrub,Ardisia,solanacea
6166,marlberry,Ardisia,spp.
6167,betelnut,Areca,catechu
6169,cabo-negro,Arenga,pinnata
6171,breadfruit,Artocarpus,altilis
6173,Artocarpus heterophyllus,Artocarpus,heterophyllus
6175,"dugdug, Marianas breadfruit",Artocarpus,mariannensis
6176,Artocarpus nobilis,Artocarpus,nobilis
6177,Marang,Artocarpus,odoratissimus
6178,meduu,Artocarpus,spp.
6179,taputoi,Arytera,brackenridgei
6180,strawberry tree,Arbutus,unedo
6181,afia,Ascarina,diffusa
6184,Astronidium kusaianum,Astronidium,kusaianum
6185,Astronidium navigatorum,Astronidium,navigatorum
6186,meskui,Astronidium,palauense
6187,Astronidium pickeringii,Astronidium,pickeringii
6188,Astronidium samoense,Astronidium,samoense
6189,Astronidium,Astronidium,spp.
6190,Astronidium subcordata,Astronidium,subcordata
6193,ifi ifi,Atuna,racemosa
6197,Bilimbi,Averrhoa,bilimbi
6198,carambola,Averrhoa,carambola
6199,Averrhoa,Averrhoa,spp.
6200,biut,Avicennia,alba
6203,Avicennia marina,Avicennia,marina
6205,Avicennia,Avicennia,spp.
6206,neem,Azadirachta,indica
6208,Saitamu,Baccaurea,taitensis
6212,European larch,Larix,decidua
6213,ralm,Badusa,palauensis
6215,bamboo,Bambusa,spp.
6216,common bamboo,Bambusa,vulgaris
6217,Puerto Rico palo de ramon,Banara,portoricensis
6219,Vanderbilt's palo de ramon,Banara,vanderbiltii
6220,sea putat,Barringtonia,asiatica
6221,langaasag,Barringtonia,racemosa
6222,falaga,Barringtonia,samoensis
6223,Barringtonia,Barringtonia,spp.
6224,Bastardiopsis eggersii,Bastardiopsis,eggersii
6225,Bauhinia binata,Bauhinia,binata
6226,Napoleon's plume,Bauhinia,monandra
6227,petite flamboyant bauhinia,Bauhinia,multinervia
6228,railroadfence,Bauhinia,pauletia
6229,butterfly tree,Bauhinia,purpurea
6230,bauhinia,Bauhinia,spp.
6231,St. Thomas tree,Bauhinia,tomentosa
6232,mountain ebony,Bauhinia,variegata
6233,slugwood,Beilschmiedia,pendula
6234,bog spicebush,Lindera,subcoriacea
6235,Caribbean myrtlecroton,Bernardia,dichotoma
6236,Javanese bishopwood,Bischofia,javanica
6237,bishopwood,Bischofia,spp.
6238,lipsticktree,Bixa,orellana
6239,bixa,Bixa,spp.
6240,akee,Blighia,sapida
6241,Texasplume,Bauhinia,lunarioides
6242,akupa,Bobea,brevipes
6243,ahakea lau nui,Bobea,elatior
